,SMILES,pIC50,num_atoms,logP
7673,CCC1(c2ccccc2)C(=O)NC(=O)N1S(=O)(=O)c1ccccc1,0.01,24,2.2326
7674,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1S(=O)(=O)c1ccccc1,0.0,28,2.8709
7675,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,0.0,31,2.7791
7676,Cc1nc(Br)c([N+](=O)[O-])n1C,0.04,11,1.39922
7677,CN(C)N=Nc1[nH]ncc1C(N)=O,0.85,13,0.0689
7678,COC1CC2(C)C(O)CCC2C2CCc3cc(O)ccc3C12,0.0,22,3.2341
7679,CN(N=O)C(=O)Nc1ccccc1,0.01,13,1.8317
7680,N#CSCSc1nc2ccccc2s1,0.0,14,3.56018
7681,S=C1CCCCCCCN1,0.01,10,2.2576
7682,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,0.33,28,0.4754
7683,COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,0.0,20,5.4161
7684,N#Cc1ccc(NC(=O)N=C(N)N)cc1Cl,0.1,16,1.01698
7685,CCCCCCCCCCCc1cccc(O)c1O,0.0,19,5.1711
7686,N=C(N)NC(=O)Nc1ccc(Cl)c(Cl)c1,0.01,15,2.00837
7687,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,0.02,16,1.67088
7688,C[N+](C)(C)CC1CCCC1,0.01,10,1.8828
7689,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,0.02,20,1.8118
7690,CC(=O)OC(c1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,0.0,17,4.9678
7691,C=CCOCC(O)Cn1ccnc1[N+](=O)[O-],0.44,16,0.3548
7692,O=[N+]([O-])c1nccn1CC(O)COCC(F)(F)F,0.19,18,0.7311
7693,COCC(=O)Cn1ccnc1[N+](=O)[O-],0.98,14,0.0068
7694,O=[N+]([O-])c1nccn1CC(O)COc1ccccc1,0.06,19,1.2312
7695,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCc1ccccc1,0.0,27,2.828
7696,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],0.01,25,2.1756
7697,CCOC(=O)n1cc(F)c(=O)[nH]c1=O,,14,-0.3197
7698,CCOP(=S)(OCC)Oc1ccc(SC)c(Cl)c1,0.0,18,4.7382
7699,COc1cccc(OC)c1C(N)=O,0.16,13,0.8027
7700,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1,0.0,27,3.2732
7701,C=C1C(=O)OC2C1C(OC(=O)C=C(C)C)CC1=CC(CC3(C)OC23)OC1=O,0.02,27,1.7653
7702,O=[N+]([O-])c1cc2ccccc2nn1,0.03,13,1.538
7703,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)C(=O)N1,0.05,21,1.3387
7704,NC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],0.38,18,0.4219
7705,CSc1cnccn1,0.06,8,1.1985
7706,CSc1cnc2ccccc2n1,0.0,12,2.3517
7707,Nc1nc(C=Cc2ccc([N+](=O)[O-])o2)no1,0.05,16,1.3234
7708,NS(=O)(=O)c1ccc([N+](=O)[O-])c(C(F)(F)F)c1,0.05,17,1.261
7709,CNC(=O)Oc1ccc(C(=O)OC)cc1,0.06,15,1.1914
7710,CCc1cc(OC)c(CC(C)N)cc1OC,0.01,16,2.1559
7711,O=C(CN1CCCCC1)Nc1ccc(Cl)c(Cl)c1,0.0,18,3.4178
7712,CCCCOC(=O)C=Cc1ccc(O)c(O)c1,0.0,17,2.4543
7713,NNC(=O)c1ccc2c(c1)OCO2,0.96,13,0.0188
7714,Brc1ccoc1,0.01,6,2.0421
7715,O=Cc1ccc(OCC(=O)O)cc1,0.11,13,0.9625
7716,CC(=O)c1cnccn1,0.21,9,0.6792
7717,NC1(C(=O)O)CC1,,7,-0.4377
7718,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,0.0,19,3.1057
7719,C=CCOc1ccc(CC(=O)O)cc1Cl,0.0,15,2.5319
7720,ClC1CC(Cl)C(Cl)C(Cl)C1Cl,0.0,11,3.4271
7721,CNC(=O)Nc1ccc(C)c(Cl)c1,0.0,13,2.39972
7722,CCOC(=O)CNC(=O)CCCCSc1ncnc2nc[nH]c12,0.05,23,1.2946
7723,CCOC(=O)CNC(=O)CNC(=O)CCCCSc1ncnc2nc[nH]c12,0.39,27,0.4108
7724,COc1ccc2cc(C(C)C(=O)O)ccc2c1,0.0,17,3.0365
7725,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,0.0,19,4.23832
7726,Clc1c(Cl)c(Cl)c(Oc2ccccc2)c(Cl)c1Cl,0.0,18,6.7459
7727,O=C1NC(=O)C(c2ccccc2)C(=O)N1,0.73,15,0.1362
7728,CC(C)c1nnc(S)n(N)c1=O,,12,-0.2358
7729,Cn1nnc2ccccc2c1=O,0.47,12,0.3285
7730,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,0.0,21,3.3712
7731,O=C(c1ccccc1Cl)N1CCCCC1,0.0,15,2.9661
7732,CCCCCCC(=O)NN,0.11,10,0.9467
7733,CC(N)CCc1ccccc1,0.01,11,1.9664
7734,CC(CN1CCCCC1)C(=O)c1ccccc1,0.0,17,2.9913
7735,Cc1cc(O)c(N(C)C)nn1,0.28,11,0.55662
7736,Cc1cc(=O)c(=O)[nH][nH]1,,9,-0.62838
7737,CCOC(=O)C(=Cc1ccc([N+](=O)[O-])cc1)C(=O)OCC,0.01,21,2.1044
7738,CCOC(=O)C(=Cc1ccc(Br)cc1)C(=O)OCC,0.0,19,2.9587
7739,NC(=O)CCOc1ccccc1,0.11,12,0.9408
7740,CC(=O)Nc1ccc2ncccc2c1,0.01,14,2.1932
7741,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,0.0,18,3.0356
7742,O=[N+]([O-])c1ccc2c(c1)-c1ccc([N+](=O)[O-])c3cccc-2c13,0.0,22,4.3036
7743,O=C(c1ccncc1)c1ccccc1O,0.01,15,2.0182
7744,O=C1CC(=O)C(c2ccccc2)O1,0.06,13,1.2437
7745,Cc1ccccc1C(=N)c1ccccc1,0.0,15,3.41119
7746,Cc1ccccc1C(=N)c1ccccc1C,0.0,16,3.71961
7747,Cc1cccc(C)c1C(=N)c1ccccc1,0.0,16,3.71961
7748,CCc1oc(C)cc(=O)c1O,0.06,11,1.21622
7749,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,0.01,22,2.27486
7750,O=C(Cn1ccnc1[N+](=O)[O-])NCCO,,15,-1.1002
7751,CC1=NS(=O)(=O)c2c(Cl)cccc2N1,0.01,14,1.8726
7752,Brc1cc(Br)c(N=C2NCCN2)c(Br)c1,0.0,15,3.1544
7753,CCCC(=O)N1CCCC1=O,0.12,11,0.9355
7754,NC(=O)c1cccc(Br)c1,0.03,10,1.548
7755,O=C(c1ccccc1)c1ccc(NS(=O)(=O)C(F)(F)F)cc1,0.0,22,3.1791
7756,O=C(c1ccccc1)c1cccc(NS(=O)(=O)C(F)F)c1,0.0,21,2.8819
7757,CCCCOC(=O)c1cc(=O)[nH]c(=O)[nH]1,0.95,15,0.0201
7758,CNC(=O)Oc1cccc2c1OC(C)(C)O2,0.01,16,1.9121
7759,COC(=O)c1ccc(S(N)(=O)=O)cc1,0.76,14,0.1206
7760,COC(=O)Cn1ccnc1[N+](=O)[O-],,13,-0.0357
7761,CC(=O)Nc1ccc(S(C)(=O)=O)cc1,0.09,14,1.0485
7762,O=C(O)C(F)(F)C(F)F,0.11,9,0.9714
7763,CC(=O)Nc1cc(C)c(O)c(C)c1,0.01,13,1.96744
7764,NC(=O)Cn1ccnc1[N+](=O)[O-],,12,-0.7234
7765,COC(=O)c1ccsc1,0.03,9,1.5347
7766,S=C1CCCCCCN1,0.01,9,1.8675
7767,CCNc1nc(NC(C)C(C)C)nc(SC)n1,0.0,17,2.4817
7768,CCNc1nc(Cl)nc(NC2CC2)n1,0.03,14,1.5311
7769,CC(C)Nc1nc(Cl)nc(NC2CC2)n1,0.01,15,1.9196
7770,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,0.08,19,1.1077
7771,O=C(OCCOCCOCCO)c1ccccc1,0.14,18,0.8689
7772,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,0.03,16,1.5193
7773,C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,0.0,22,3.4492
7774,CCN(CC)CCC(=O)Nc1ccc(N)cc1,0.01,17,1.9392
7775,O=CNC(=O)C1CCC1,0.87,9,0.0591
7776,CC(=O)Nc1cccc(Cl)c1Cl,0.0,12,2.9518
7777,N#Cc1ccc2nccnc2c1,0.03,12,1.50148
7778,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,0.0,24,4.0863
7779,CN(C)c1nnc(-c2ccccc2)c2ccccc12,0.0,19,3.3628
7780,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,0.06,17,1.21984
7781,CNC(=O)ON=C(SC)C(=O)N(C)C,0.78,14,0.1071
7782,CNC(=O)Nc1cccc(OC)c1,0.04,13,1.4465
7783,NS(=O)(=O)c1ccc2c(c1)S(=O)(=O)NC=N2,,16,-0.7143
7784,NS(=O)(=O)c1cc2c(cc1C(F)(F)C(F)(F)F)N=CNS2(=O)=O,0.11,23,0.9398
7785,NS(=O)(=O)c1cc2c(cc1[N+](=O)[O-])N=CNS2(=O)=O,,19,-0.8061
7786,NS(=O)(=O)c1ccc2c(c1)S(=O)(=O)NCN2,,16,-1.0047
7787,NS(=O)(=O)c1cc2c(cc1Br)NCNS2(=O)=O,,17,-0.2422
7788,CC(C)(C)C1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,0.09,21,1.0634
7789,NS(=O)(=O)c1ccc2c(c1)S(=O)(=O)NC(CC1CCCC1)N2,0.11,22,0.9442
7790,NS(=O)(=O)c1ccc2c(c1)S(=O)(=O)NC(C(Cl)Cl)N2,0.68,19,0.1676
7791,NS(=O)(=O)c1cc2c(cc1[N+](=O)[O-])NCNS2(=O)=O,,19,-1.0965
7792,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,0.0,21,4.1574
7793,O=C1NC(=O)C(Cc2ccccc2)(Cc2ccccc2)N1,0.01,21,2.05
7794,Cc1cccc(Cl)c1Nc1ccccc1CC(=O)O,0.0,19,4.01912
7795,CSc1ccc2c(c1)C(c1ccccc1)=NCC(=O)N2C,0.0,21,3.2223
7796,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,1.0,39,0.0013
7797,CC(C)N1CCOC(c2ccccc2)C1,0.0,15,2.4683
7798,S=C=Nc1ccc(Nc2ccccc2)cc1,0.0,16,4.1645
7799,CC=CC#CC=C1C=CC(=O)O1,0.03,12,1.5628
7800,OC(C1CO1)C(O)C1CO1,,10,-1.4942
7801,CC1C(C)N(N=O)C(C)C(C)N1N=O,0.03,14,1.5208
7802,CC(=O)NC(CO)C(N)=O,,10,-2.0313
7803,CCOC(=O)CNC(=O)CNC(=O)CNC(=O)CCCCSc1ncnc2nc[nH]c12,,31,-0.473
7804,CCCCOC(=O)CNC(=O)CCCCSc1[nH]cnc2ncnc1-2,0.01,25,2.0264
7805,CCOC(=O)C(C)NC(=O)CCCCSc1ncnc2nc[nH]c12,0.02,24,1.6831
7806,CSc1ccc(NS(=O)(=O)C(F)(F)F)cc1,0.0,16,2.67
7807,CS(=O)(=O)c1cccc(NS(=O)(=O)C(F)(F)F)c1,0.04,18,1.3516
7808,CS(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)F)cc1,0.04,18,1.3516
7809,CC(=O)c1cccc(NS(=O)(=O)C(F)(F)F)c1,0.01,17,2.1507
7810,O=S(=O)(Nc1cccc(O)c1)C(F)(F)F,0.02,15,1.6537
7811,CC(=O)c1ccc(NS(=O)(=O)C(F)(F)F)cc1,0.01,17,2.1507
7812,O=S(=O)(Nc1ccc(Cl)cc1Cl)C(F)(F)F,0.0,16,3.2549
7813,O=S(=O)(Nc1ccc(F)cc1)C(F)(F)F,0.01,15,2.0872
7814,O=S(=O)(Nc1cccc(F)c1)C(F)(F)F,0.01,15,2.0872
7815,O=S(=O)(Nc1cccc(Cl)c1)C(F)(F)F,0.0,15,2.6015
7816,O=S(=O)(Nc1ccc(Cl)cc1)C(F)(F)F,0.0,15,2.6015
7817,O=S(=O)(Nc1cccc(Br)c1)C(F)(F)F,0.0,15,2.7106
7818,O=S(=O)(Nc1ccc(I)cc1)C(F)(F)F,0.0,15,2.5527
7819,O=S(=O)(Nc1cccc(C(F)(F)F)c1)C(F)(F)F,0.0,18,2.9669
7820,O=S(=O)(Nc1ccc(C(F)(F)F)cc1)C(F)(F)F,0.0,18,2.9669
7821,O=S(=O)(Nc1ccc(F)cc1F)C(F)(F)F,0.01,16,2.2263
7822,COc1cccc(NS(=O)(=O)C(F)(F)F)c1,0.01,16,1.9567
7823,COc1ccc(NS(=O)(=O)C(F)(F)F)cc1,0.01,16,1.9567
7824,CCOC(=O)CC(NC(=O)CCCCSc1ncnc2nc[nH]c12)C(=O)OCC,0.02,29,1.6164
7825,CCOc1ccccc1OC(=O)NC,0.02,14,1.8035
7826,O=C(C=Cc1ccc2c(c1)OCO2)N1CCCCC1,0.0,19,2.441
7827,O=c1nc(-c2ccccc2)c2ccccc2[nH]1,0.0,17,2.5901
7828,O=c1ccnc2ccccn12,0.2,11,0.6945
7829,Cc1cccc2nccc(=O)n12,0.1,12,1.00292
7830,Cc1cccn2c(=O)ccnc12,0.1,12,1.00292
7831,Cc1ccc2nccc(=O)n2c1,0.1,12,1.00292
7832,CN(C)N=Nc1ccc(C#N)cc1,0.01,13,2.11858
7833,O=C(Cc1ccccc1)Nc1cccc(O)c1,0.0,17,2.5734
7834,CC(=O)Nc1cc[n+]([O-])c2ccccc12,0.04,15,1.4316
7835,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,0.0,21,3.30752
7836,CC(C)C(=O)NC(N)=O,,9,-0.1627
7837,COP(=O)(OC)OC1=C(Cl)C2C=CCC12,0.0,15,3.0602
7838,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,0.02,22,1.7922
7839,CC(C)c1cnc([N+](=O)[O-])n1C,0.04,12,1.4517
7840,Cc1cnc([N+](=O)[O-])n1CCO,0.81,12,0.09202
7841,CCCCCCOC(=O)c1cccnc1,0.0,15,2.8187
7842,O=P(O)(O)CN(CCCCCCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,,28,-0.3084
7843,COC(=O)c1cncc(Cl)n1,0.12,11,0.9166
7844,CCOC(=O)c1ccc(OCC)cc1,0.01,14,2.262
7845,COc1ccc(CC(C)N)c(OC)c1,0.03,14,1.5935
7846,Cc1cc2c(OCC(O)CNC(C)C)cccc2[nH]1,0.01,19,2.21402
7847,CC(=O)Nc1ccc2cccccc1-2,0.0,14,2.7498
7848,OC(c1ccccc1)C1CCCCN1,0.01,14,1.8621
7849,CCC(CC)(C(N)=O)c1ccc2c(c1)OCO2,0.01,17,1.9584
7850,NC1=NC(C(F)(F)F)(C(F)(F)F)NC1(C(F)(F)F)C(F)(F)F,0.0,22,2.6311
7851,CC(C)CN(CC(C)C)C(=O)C=Cc1ccc2c(c1)OCO2,0.0,22,3.5691
7852,COC(=O)c1cncc(OC)n1,0.53,12,0.2718
7853,NS(=O)(=O)c1ccc(Cl)c(Cl)c1,0.02,12,1.6408
7854,Clc1ccc(N=C2NCCN2)c(Cl)c1,0.01,14,2.1737
7855,O=C(NC(CO)C(O)c1ccc(-c2ccccc2)cc1)C(Cl)Cl,0.0,23,2.6678
7856,O=C(NC(CO)C(O)c1ccc(Br)cc1)C(Cl)Cl,0.02,18,1.7633
7857,N#Cc1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,0.13,19,0.87248
7858,N#CCC(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,0.96,20,0.01898
7859,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(OC(C)=O)C1(C)O,0.0,54,2.3564
7860,Cc1cc(-n2c(=O)cc(C)n2C)nc(C)n1,0.13,16,0.89126
7861,COc1cc(-n2c(=O)cc(C)n2C)nc(C)n1,0.26,17,0.59144
7862,COc1nc(C)cc(-n2[nH]c(C)cc2=O)n1,0.26,16,0.58104
7863,Cc1cc(C)nc(-n2c(C)cc(=O)n2C)n1,0.13,16,0.89126
7864,COc1cc(-n2c(C)cc(=O)n2C)nc(C)n1,0.26,17,0.59144
7865,COc1cc(C)n(-c2ccncn2)n1,0.1,14,0.97932
7866,COc1cc(C)n(-c2cc(C)nc(C)n2)n1,0.03,16,1.59616
7867,COc1cc(-n2nc(C)cc2OC)nc(C)n1,0.05,17,1.29634
7868,COc1cc(C)n(-c2nc(C)cc(C)n2)n1,0.03,16,1.59616
7869,COc1cc(OC)nc(-n2[nH]c(=O)cc2C)n1,0.52,17,0.28122
7870,COc1cc(-n2nc(C)cc2OC)nc(OC)n1,0.1,18,0.99652
7871,COc1cc(-n2c(=O)cc(C)n2C)ncn1,0.52,16,0.28302
7872,COc1cc(-n2[nH]c(C)cc2=O)ncn1,0.53,15,0.27262
7873,COc1ccnc(-n2nc(C)cc2OC)n1,0.1,16,0.98792
7874,CCCCc1c(C)nc(NCC)nc1O,0.01,15,2.26502
7875,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,0.0,16,3.135
7876,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,0.01,19,2.16972
7877,c1ccc(C2CNCCO2)cc1,0.04,12,1.3475
7878,OCCOc1c(Br)cc(Br)cc1Br,0.0,13,3.3452
7879,CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,0.0,20,2.9436
7880,O=C1CCC(=O)N1c1cc(Cl)cc(Cl)c1,0.0,15,2.6468
7881,CC(=O)Nc1ccc(Br)cc1C,0.0,12,2.71592
7882,Cc1nccnn1,0.66,7,0.18002
7883,COC(=O)C1C(C=C(C)C)C1(C)C,0.0,13,2.3978
7884,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,0.0,21,4.1983
7885,CN1CCN2c3ccccc3Cc3ccccc3C2C1,0.0,20,3.0839
7886,CC1(C)NC(=Nc2ncc([N+](=O)[O-])s2)OC1(C)C,0.01,18,2.2158
7887,O=[N+]([O-])c1cnc(N=C2NCCO2)s1,0.22,14,0.6586
7888,O=[N+]([O-])c1cnc(N=C2OCCN2CCO)s1,0.43,17,0.3633
7889,O=[N+]([O-])c1cnc(N=C2SCCN2CCO)s1,0.08,17,1.0799
7890,O=[N+]([O-])c1cnc(N=C2NCCN2)s1,0.59,14,0.2316
7891,O=[N+]([O-])c1cnc(NC2=NCCN2CCO)s1,0.75,17,0.1271
7892,COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,,23,-0.5922
7893,CCCNC(=O)c1cc2ccccc2o1,0.0,15,2.5726
7894,O=C1CC(c2ccc(O)c(O)c2)Oc2cccc(O)c21,0.0,20,2.5099
7895,NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1,,26,-1.8081
7896,C[N+]1(C)CCCCC1,0.06,8,1.2467
7897,CC(C)CC(=O)NN,0.95,8,0.0224
7898,CCC1CC2C3CCC4=CC(=O)CCC4C3CCC2(C)C1C(=O)CO,0.0,25,3.9419
7899,OCC1c2ccccc2-c2ccccc21,0.0,15,2.7912
7900,CCOC(=O)C(=Cc1ccccc1C)C(=O)OCC,0.0,19,2.50462
7901,CCOC(=O)C(=Cc1ccc(O)c(OC)c1)C(=O)OCC,0.01,21,1.9104
7902,COP(N)(=S)Oc1ccccc1C(=O)OC(C)C,0.0,18,2.4602
7903,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,0.7,30,0.1539
7904,CCCCCCOc1cc(N)ccc1C(=O)O,0.0,17,2.9261
7905,Clc1ccc2c(ccc3ccccc32)c1,0.0,15,4.6464
7906,CC1(C)C(=O)NC(=O)NC1=O,,11,-0.6214
7907,NC(=O)c1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.06,19,1.2005
7908,Clc1c(Cl)c(Cl)c2c(oc3ccccc32)c1Cl,0.0,17,6.1996
7909,C=CC(=O)OCCCOC(=O)C=C,0.15,13,0.8349
7910,CCOP(=O)(OCC)Oc1ccc(SC)cc1Cl,0.0,18,4.6218
7911,CCC(=O)NN,,6,-0.6137
7912,CCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0.04,16,1.3478
7913,CC(C)c1cccc(C(C)C)c1N,0.0,13,3.5156
7914,CC(=O)Nc1ccc(Oc2ccccn2)cc1,0.0,17,2.8323
7915,O=CNc1nc(-c2ccc([N+](=O)[O-])o2)cs1,0.01,16,1.8796
7916,O=C(Nc1ccc(Br)cc1)C(F)(F)F,0.0,14,2.9499
7917,CCOC(=O)c1ccc(NC(=O)C(F)(F)F)cc1,0.0,18,2.3641
7918,O=C(NC1CC1)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],0.06,21,1.2152
7919,CCCOC(=O)NCCCN(C)C,0.08,13,1.0743
7920,CN1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,,21,-0.1147
7921,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)CC(C)(C)C,0.0,35,3.8828
7922,Nc1ccc(S(=O)(=O)N2C(=O)NC(=O)C2(c2ccccc2)c2ccccc2)cc1,0.0,29,2.4531
7923,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1,0.0,29,3.5243
7924,Cc1ccccc1S(=O)(=O)N1C(=O)NC(=O)C1(c1ccccc1)c1ccccc1,0.0,29,3.17932
7925,Clc1nonc1-c1ccccc1,0.0,12,2.39
7926,COc1cc(Cc2cnc(N)nc2N)cc(C)c1OC,0.03,20,1.55742
7927,ClC(Cl)(Cl)c1nc(NCc2ccccc2)nc(C(Cl)(Cl)Cl)n1,0.0,22,5.1371
7928,CCCNc1nc(C)nc(C(Cl)(Cl)Cl)n1,0.0,15,2.82862
7929,CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(N)=O,0.11,26,0.9466
7930,CNc1nc(C)nc(C(Cl)(Cl)Cl)n1,0.01,13,2.04842
7931,CNC(=O)C1CCCN1C(C)=O,,12,-0.2567
7932,CCC(CC)COC(N)=O,0.03,10,1.5179
7933,COc1cc(Br)c(Cc2cnc(N)nc2N)cc1OC,0.01,20,2.0115
7934,Clc1cc(Cl)cc(Oc2ccccc2)c1,0.0,15,4.7857
7935,Clc1ccc(Cl)c(Oc2ccccc2)c1,0.0,15,4.7857
7936,Clc1ccc(Oc2cc(Cl)cc(Cl)c2)cc1,0.0,16,5.4391
7937,N#Cc1cccc(C=O)c1,0.04,10,1.37078
7938,COP(=O)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,0.0,20,5.2997
7939,CC(C)c1ccccc1OC(=O)N(C)C,0.0,15,2.8704
7940,O=C(O)CN1C(=O)C=CC1=O,,11,-1.004
7941,CSC(=O)Nc1ccc(Cl)c(Cl)c1,0.0,13,3.8883
7942,CC(C)N1C(=O)c2ccccc2NS1(=O)=O,0.06,16,1.2075
7943,CCOC(=O)Cn1c(=O)sc2cccc(Cl)c21,0.01,17,2.2795
7944,CC(=O)Nc1ccccc1C#N,0.03,12,1.51668
7945,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl,0.0,28,3.1422
7946,CCC(=O)OC1(C(=O)CBr)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C,0.0,32,4.4674
7947,CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.0,32,4.1031
7948,CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.0,33,4.4932
7949,CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,0.0,32,4.3724
7950,CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C,0.0,32,4.3113
7951,CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C,0.0,33,4.7014
7952,O=C(NC(CO)C(O)c1ccccc1)C(Cl)Cl,0.1,17,1.0008
7953,CC(C)c1ccccc1OCC(=O)O,0.01,14,2.2734
7954,Cc1cn(C2CC(O)C(CN)O2)c(=O)[nH]c1=O,,17,-1.54788
7955,c1ccc(CCCc2ccccc2)cc1,0.0,15,3.8619
7956,Cc1cc(Cl)cc(Cl)c1,0.0,9,3.30182
7957,CCC(Oc1ccc(Cl)cc1C)C(=O)O,0.0,15,2.89042
7958,O=C(O)Cc1ccc(C2CCCC2)cc1,0.0,15,2.9713
7959,COC(=O)Nc1ccccc1Br,0.0,12,2.6274
7960,COC(=O)Nc1cccc(Br)c1,0.0,12,2.6274
7961,C[N+](C)(C)Cc1cccc(Cl)c1,0.0,12,2.5462
7962,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(Cl)cc1,0.0,20,2.8504
7963,COc1ccc(NC(N)=O)cc1Cl,0.01,13,1.8392
7964,CN(C)C(=O)c1cnc2ccccc2c1,0.01,15,1.9366
7965,Nc1cccc(Nc2ccccc2C(=O)O)c1,0.0,17,2.7106
7966,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,0.0,22,3.8896
7967,CC(=O)c1c[nH]c2ccccc12,0.0,12,2.3705
7968,CCOC(=O)C(=Cc1ccccc1)NC=O,0.05,16,1.3366
7969,CCSC(=O)COc1ccc(Cl)cc1C,0.0,15,3.30692
7970,Clc1ccc(Cl)c(-c2ccccc2Cl)c1,0.0,15,5.3138
7971,CNC(=O)N(C)c1nnc(C(F)(F)F)s1,0.05,15,1.3325
7972,CCCOP(C)(=S)OCCC,0.0,11,2.7789
7973,c1ccc(-c2cc3ccccn3c2)cc1,0.0,15,3.6063
7974,C=CCC1CN(C)CCC1(OC(=O)CC)c1ccccc1,0.0,21,3.3629
7975,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,0.18,52,0.7564
7976,CCCCN(CCC)N=O,0.01,10,2.1799
7977,COc1ccco1,0.05,7,1.2882
7978,BrC=CBr,0.01,4,2.2474
7979,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,0.0,17,6.6206
7980,CNC(=S)NC12CC3CC(CC(C3)C1)C2,0.01,15,2.0491
7981,c1ccc(-c2csnn2)cc1,0.01,11,2.2051
7982,CC(=O)NC(CCC(=O)O)C(N)=O,,13,-1.1588
7983,Cc1cn(C2CC(F)C(CO)O2)c(=O)[nH]c1=O,,17,-0.53708
7984,Clc1cccc(-c2ccccc2Cl)c1,0.0,14,4.6604
